City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,trairi,-3.2778,-39.2689,24.98,81,47,5.14,BR,1724025418
364,pionerskiy,54.9508,20.2275,19.91,91,100,2.71,RU,1724025623
365,fort mcmurray,56.7268,-111.381,17.77,82,100,3.09,CA,1724025462
366,labytnangi,66.6572,66.4183,9.88,92,98,0.88,RU,1724025626
367,santa ines,-3.6667,-45.38,28.59,37,98,1.64,BR,1724025482
368,tocache,-8.1842,-76.5125,24.03,70,47,1.3,PE,1724025628
369,saint-philippe,-21.3585,55.7679,20.95,76,76,8.03,RE,1724025630
370,tangalle,6.024,80.7911,26.56,85,100,4.76,LK,1724025631
371,aasiaat,68.7098,-52.8699,0.41,89,32,1.68,GL,1724025633
372,bozova,37.3625,38.5267,30.15,40,64,2.95,TR,1724025634
373,kimbe,-5.5502,150.1429,30.77,64,75,2.03,PG,1724025635
374,el granada,37.5027,-122.4694,20.99,80,0,12.35,US,1724025636
375,geneina,13.45,22.45,20.74,88,100,2.71,SD,1724025637
376,pitimbu,-7.4706,-34.8086,23.75,81,66,5.23,BR,1724025638
377,mount isa,-20.7333,139.5,22.87,21,0,1.54,AU,1724025640
378,kavaratti,10.5669,72.642,26.16,90,69,5.85,IN,1724025641
379,port lincoln,-34.7333,135.8667,13.77,71,100,9.69,AU,1724025642
380,lomianki,52.3341,20.886,24.05,74,63,0.45,PL,1724025643
381,port douglas,-16.4833,145.4667,23.7,64,4,1.84,AU,1724025644
382,gorontalo,0.5412,123.0595,27.41,77,48,0.46,ID,1724025645
383,vallenar,-28.5708,-70.7581,15.88,55,86,0.23,CL,1724025611
384,rosedale,39.3201,-76.5155,26.68,86,75,1.54,US,1724025602
385,leava,-14.3,-178.1667,26.67,83,8,8.79,WF,1724025649
386,lauro de freitas,-12.8944,-38.3272,25.01,69,20,3.6,BR,1724025360
387,mukalla,14.5425,49.1242,27.89,80,78,10.28,YE,1724025651
388,pizarro,4.9533,-77.366,26.17,87,52,2.95,CO,1724025656
389,dolores,-36.3132,-57.6792,12.07,95,100,3.71,AR,1724025657
390,conception bay south,47.4999,-52.9981,20.97,72,85,4.79,CA,1724025658
391,kyren,51.6828,102.1408,20.33,66,19,0.6,RU,1724025660
392,alaghsas,17.0187,8.0168,25.29,69,84,4.7,NE,1724025661
393,kirakira,-10.4544,161.9205,29.16,74,87,5.28,SB,1724025662
394,kungur,57.4368,56.9593,12.0,96,93,2.53,RU,1724025663
395,fort bragg,35.139,-79.006,30.85,66,0,3.6,US,1724025665
396,constantia,44.1833,28.65,20.39,68,5,0.49,RO,1724025531
397,bhadarwah,32.9833,75.7167,17.35,94,90,0.87,IN,1724025667
398,boende,-0.2167,20.8667,21.48,94,86,1.04,CD,1724025668
399,gadzhiyevo,69.2551,33.3362,11.66,76,5,3.71,RU,1724025670
400,mezhdurechensk,53.6942,88.0603,13.98,95,96,0.92,RU,1724025671
401,sabang,5.8933,95.3214,27.67,78,100,10.48,ID,1724025672
402,galliano,29.4422,-90.2992,33.0,62,0,1.54,US,1724025673
403,pyt-yakh,60.7499,72.8582,11.05,93,26,0.97,RU,1724025674
404,roata de jos,44.4108,25.5433,20.93,53,19,2.88,RO,1724025675
405,saurimo,-9.6608,20.3916,16.48,21,29,2.34,AO,1724025677
406,zuunmod,47.7069,106.9528,9.57,83,0,0.95,MN,1724025678
407,baruun-urt,46.6806,113.2792,16.64,88,99,6.71,MN,1724025679
408,nadi,-17.8,177.4167,30.0,54,40,1.54,FJ,1724025680
409,loncoche,-39.3667,-72.6333,3.01,88,30,0.67,CL,1724025610
410,cruzeiro do sul,-29.5128,-51.9853,22.5,94,30,0.29,BR,1724025639
411,blairgowrie,56.5916,-3.3405,11.56,83,88,0.89,GB,1724025684
412,maitum,6.0392,124.4986,28.15,78,73,2.38,PH,1724025685
413,pathein,16.7833,94.7333,25.38,93,100,1.26,MM,1724025686
414,loreto,22.2667,-101.9667,21.18,42,100,6.88,MX,1724025687
415,bayganin,48.6947,55.8742,22.04,38,85,6.03,KZ,1724025688
416,madingou,-4.1536,13.55,25.23,58,81,1.55,CG,1724025690
417,kwang binh,17.4833,106.6,30.01,68,100,2.73,VN,1724025691
418,saldanha,-33.0117,17.9442,10.03,84,58,1.51,ZA,1724025692
419,margate,51.3813,1.3862,15.94,80,7,4.11,GB,1724025693
420,bamboo flat,11.7,92.7167,26.68,84,99,4.31,IN,1724025694
421,hovd,48.0056,91.6419,21.03,49,79,1.98,MN,1724025695
422,alo,6.5486,4.2686,24.71,90,100,2.76,NG,1724025697
423,abra pampa,-22.7205,-65.697,11.37,11,0,2.87,AR,1724025698
424,nemuro,43.3236,145.575,18.05,91,74,1.51,JP,1724025699
425,puerto deseado,-47.7503,-65.8938,3.46,89,48,7.41,AR,1724025467
426,pengcheng,36.4311,114.17,26.02,77,9,1.56,CN,1724025701
427,kilindoni,-7.9139,39.6668,24.93,79,21,7.47,TZ,1724025703
428,i-n-salah,27.1935,2.4607,36.95,23,77,4.5,DZ,1724025704
429,itacoatiara,-3.1431,-58.4442,29.66,35,12,1.42,BR,1724025705
430,zvishavane,-20.3267,30.0665,13.61,37,0,0.66,ZW,1724025706
431,cill airne,52.05,-9.5167,14.42,92,100,2.03,IE,1724025707
432,teluknaga,-6.0989,106.6381,26.77,78,20,1.54,ID,1724025708
433,at taj,24.2049,23.2857,30.58,19,44,3.7,LY,1724025710
434,alenquer,-1.9417,-54.7383,27.57,44,47,0.62,BR,1724025711
435,guerrero negro,27.9769,-114.0611,23.85,62,0,7.63,MX,1724025712
436,miyaly,48.8844,53.7836,21.85,39,31,4.59,KZ,1724025713
437,sao raimundo nonato,-9.0153,-42.6994,24.17,43,85,1.44,BR,1724025714
438,turbat,26.0023,63.044,27.81,78,100,2.49,PK,1724025673
439,omarska,44.89,16.8992,19.06,95,82,0.87,BA,1724025717
440,ituiutaba,-18.9689,-49.465,25.42,22,10,1.98,BR,1724025663
441,narasannapeta,18.4167,84.05,26.87,90,100,2.75,IN,1724025719
442,trail,49.0998,-117.7022,32.6,19,0,2.69,CA,1724025720
443,serdar,38.9764,56.2757,23.25,26,0,3.05,TM,1724025722
444,basse santa su,13.31,-14.2137,23.29,96,100,2.76,GM,1724025724
445,wittlich,49.9833,6.8833,17.02,77,100,0.85,DE,1724025725
446,sisimiut,66.9395,-53.6735,4.78,83,44,4.73,GL,1724025726
447,mili,6.0815,171.735,27.88,81,18,4.22,MH,1724025727
448,silvia,2.611,-76.3785,10.47,74,4,3.52,CO,1724025728
449,oranjemund,-28.55,16.4333,12.08,86,0,3.3,NA,1724025729
450,santa rosalia,27.3167,-112.2833,30.95,57,9,2.61,MX,1724025730
451,gebeit,21.0667,36.3167,30.91,35,45,1.68,SD,1724025732
452,anna regina,7.2644,-58.5077,27.07,80,5,3.58,GY,1724025733
453,ouadda,8.0777,22.4007,19.68,98,100,1.84,CF,1724025734
454,lazaro cardenas,17.9583,-102.2,29.41,75,70,2.91,MX,1724025735
455,nogliki,51.8333,143.1667,15.89,62,6,5.66,RU,1724025736
456,kirensk,57.7853,108.1119,18.02,89,100,1.62,RU,1724025738
457,sept-iles,50.2001,-66.3821,19.29,94,75,3.09,CA,1724025696
458,pingzhuang,42.0372,119.2889,21.33,89,100,3.29,CN,1724025740
459,sao miguel do araguaia,-13.275,-50.1628,27.23,18,2,2.21,BR,1724025719
460,machico,32.7,-16.7667,24.35,73,20,11.83,PT,1724025742
461,revda,56.801,59.9303,11.39,98,99,3.06,RU,1724025743
462,yanykurgan,43.915,67.2481,18.77,34,0,1.98,KZ,1724025745
463,kavala,40.9397,24.4019,22.83,68,29,2.15,GR,1724025746
464,rampur,28.8167,79.0333,26.49,91,100,1.37,IN,1724025747
465,cabo san lucas,22.8909,-109.9124,31.17,62,0,2.06,MX,1724025748
466,urucui,-7.2294,-44.5561,27.23,33,47,3.21,BR,1724025749
467,bathsheba,13.2167,-59.5167,28.34,83,40,3.6,BB,1724025750
468,rozhniv,48.366,25.2258,18.84,82,6,1.78,UA,1724025752
469,nanning,22.8167,108.3167,26.25,84,6,0.9,CN,1724025753
470,kudahuvadhoo,2.6708,72.8944,27.82,78,100,7.24,MV,1724025754
471,vilyuysk,63.7553,121.6247,18.24,48,27,2.52,RU,1724025755
472,winnemucca,40.973,-117.7357,32.03,8,0,3.6,US,1724025756
473,changping,40.2186,116.2197,24.33,89,89,0.7,CN,1724025757
474,irtyshsk,53.3333,75.4572,13.79,78,61,3.87,KZ,1724025759
475,darwin,-12.4611,130.8418,27.75,61,0,3.09,AU,1724025477
476,flin flon,54.7682,-101.865,23.91,46,75,2.57,CA,1724025761
477,akbarabad,29.2464,52.7793,26.81,42,41,0.39,IR,1724025762
478,hang dong,18.687,98.9194,26.0,89,75,0.51,TH,1724025763
479,mgandu,-5.95,34.1333,15.49,63,14,2.62,TZ,1724025764
480,soure,-0.7167,-48.5233,26.37,80,19,4.07,BR,1724025766
481,opuwo,-18.0607,13.84,19.33,17,62,2.88,NA,1724025767
482,uttar char fasson,22.2332,90.7132,27.03,89,100,8.26,BD,1724025768
483,ulsteinvik,62.3432,5.8487,13.2,87,93,7.15,NO,1724025769
484,booue,-0.0921,11.9385,22.88,90,93,0.5,GA,1724025771
485,laguna,38.421,-121.4238,32.25,26,0,2.68,US,1724025772
486,remire-montjoly,4.9167,-52.2667,27.02,89,0,1.54,GF,1724025773
487,saint-francois,46.4154,3.9054,15.69,90,0,2.57,FR,1724025774
488,mollendo,-17.0231,-72.0147,14.82,86,58,2.65,PE,1724025776
489,maracaibo,10.6317,-71.6406,30.18,61,12,4.98,VE,1724025778
490,piti village,13.4626,144.6933,31.84,80,40,4.12,GU,1724025779
491,kolonia town,6.964,158.206,31.06,79,75,5.14,FM,1724025780
492,altay,47.8667,88.1167,16.0,90,100,3.08,CN,1724025781
493,aldinga beach,-35.2793,138.4604,17.59,61,27,4.58,AU,1724025783
494,yinzhu,35.8786,119.9753,27.98,82,98,3.08,CN,1724025784
495,zaragoza,41.6561,-0.8773,20.57,52,0,12.35,ES,1724025770
496,lospalos,-8.5186,127.0025,24.17,64,61,3.87,TL,1724025786
497,jinchang,38.4953,102.1739,21.63,30,0,0.19,CN,1724025787
498,komsomol'skiy,43.9783,46.6985,20.82,81,0,4.11,RU,1724025789
499,forbes,-33.3833,148.0167,15.28,63,81,2.89,AU,1724025790
500,mizan teferi,6.9833,35.5833,16.1,93,70,0.91,ET,1724025791
501,north battleford,52.7834,-108.2847,26.05,50,0,2.06,CA,1724025763
502,shenjiamen,29.9576,122.298,29.1,80,86,3.8,CN,1724025793
503,port shepstone,-30.7414,30.455,16.49,80,1,2.65,ZA,1724025797
504,moratuwa,6.773,79.8816,26.67,87,100,4.76,LK,1724025798
505,katsuren-haebaru,26.3369,127.8719,30.21,83,75,8.23,JP,1724025799
506,nishinoomote,30.7333,131.0,26.31,94,75,5.14,JP,1724025801
507,el nido,11.1858,119.3956,28.97,87,100,1.47,PH,1724025802
508,grand falls-windsor,48.9332,-55.6649,21.95,70,90,0.45,CA,1724025803
509,kosong,38.3788,128.4676,27.8,79,8,1.55,KR,1724025804
510,nantucket,41.2835,-70.0995,20.06,94,75,1.54,US,1724025806
511,lucapa,-8.4192,20.7447,18.65,28,38,1.06,AO,1724025808
512,yuma,32.7253,-114.6244,42.43,23,0,5.14,US,1724025809
513,khanbari,27.3747,87.2039,23.45,88,65,0.11,NP,1724025810
514,santiago del torno,-17.9833,-63.3833,28.42,30,0,4.35,BO,1724025811
515,nueva loja,0.0847,-76.8828,24.8,72,32,0.69,EC,1724025812
516,scalea,39.813,15.7956,25.29,76,91,2.37,IT,1724025814
517,richmond,37.5538,-77.4603,25.69,80,40,3.6,US,1724025757
518,nar'yan-mar,67.6713,53.087,5.19,94,100,2.72,RU,1724025816
519,ranot,7.7777,100.3213,26.86,81,94,1.87,TH,1724025817
520,coxen hole,16.3244,-86.5366,30.6,70,20,4.63,HN,1724025818
521,pokhvistnevo,53.6524,52.1274,15.3,97,8,2.28,RU,1724025819
522,juneau,58.3019,-134.4197,27.83,100,20,3.09,US,1724025821
523,keyser,39.4409,-78.9739,24.86,73,48,2.73,US,1724025815
524,al bardiyah,31.7561,25.0865,25.97,80,0,5.38,LY,1724025823
525,sao jose da coroa grande,-8.8978,-35.1478,23.75,80,65,4.79,BR,1724025824
526,victoriaville,46.0501,-71.9658,21.13,74,100,1.34,CA,1724025677
527,itaituba,-4.2761,-55.9836,29.11,37,92,0.89,BR,1724025827
528,labasa,-16.4167,179.3833,29.68,61,29,4.44,FJ,1724025828
529,macau,22.2006,113.5461,28.17,94,40,5.66,MO,1724025724
530,yeraliyev,43.2,51.65,22.84,34,0,3.83,KZ,1724025830
531,mel'nikovo,56.5558,84.085,11.14,98,19,2.15,RU,1724025831
532,santo antonio do ica,-3.1022,-67.9397,28.64,58,60,0.94,BR,1724025832
533,dwarka,22.2394,68.9678,27.56,86,13,4.32,IN,1724025834
534,kiunga,-6.1219,141.2906,25.44,90,99,1.59,PG,1724025835
535,olinda,-8.0089,-34.8553,24.85,78,75,6.69,BR,1724025699
536,puerto rico,-26.796,-55.024,22.8,45,0,1.63,AR,1724025760
537,xiva,41.3783,60.3639,21.84,33,0,3.49,UZ,1724025838
538,cedral,23.8,-100.7333,24.22,45,100,3.07,MX,1724025839
539,bereznik,62.8551,42.7072,10.48,99,64,1.89,RU,1724025841
540,pacific grove,36.6177,-121.9166,19.12,89,0,4.02,US,1724025842
541,howrah,22.5892,88.3103,27.0,94,100,2.57,IN,1724025844
542,comendador,18.8775,-71.7028,25.31,83,87,1.0,DO,1724025845
543,shar,49.5886,81.0453,17.31,62,65,1.5,KZ,1724025846
544,tongliao,43.6125,122.2653,22.43,94,99,0.72,CN,1724025847
545,hojai,26.0,92.8667,23.99,98,100,2.26,IN,1724025848
546,st. john's,47.5649,-52.7093,21.66,67,75,6.17,CA,1724025632
547,la ronge,55.1001,-105.2842,24.14,46,75,5.14,CA,1724025851
548,boa vista,2.8197,-60.6733,30.99,58,20,2.06,BR,1724025768
549,tual,-5.6667,132.75,25.76,82,98,7.44,ID,1724025853
550,cuers,43.2373,6.0711,22.04,53,0,3.09,FR,1724025854
551,labrador city,52.9463,-66.9114,17.88,85,100,5.36,CA,1724025785
552,anchorage,61.2181,-149.9003,18.96,86,100,8.75,US,1724025604
553,paracuru,-3.41,-39.0306,25.49,81,31,6.33,BR,1724025858
554,arkhara,49.4212,130.0842,19.2,66,97,2.27,RU,1724025617
555,tanjung pandan,-2.75,107.65,26.45,82,50,3.73,ID,1724025860
556,taro,-8.3862,115.28,20.32,84,83,1.12,ID,1724025861
557,karratha,-20.7377,116.8463,18.97,44,0,4.68,AU,1724025862
558,port-gentil,-0.7193,8.7815,23.98,88,40,2.57,GA,1724025864
559,zhanaozen,43.3,52.8,21.15,29,0,1.81,KZ,1724025865
560,datong,40.0936,113.2914,20.88,63,64,1.51,CN,1724025866
561,fortuna,40.5982,-124.1573,19.51,77,0,6.69,US,1724025867
562,prince rupert,54.3161,-130.3201,22.05,60,0,2.57,CA,1724025868
563,neiafu,-18.65,-173.9833,27.38,74,40,6.17,TO,1724025869
